gig_title,gig_url,rating_raw,seller_level_raw,price_raw,rating,review_count,price_pkr,seller_level,title_clean,title_word_count,seller_username,listing_position,log_price_pkr,log_review_count,cluster,niche_name,predicted_review
"I will integrate apis into excel, google forms and sheets",https://www.fiverr.com/dan_oa/integrate-apis-into-your-google-forms-and-sheets?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=1&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=19c4715d-e6f1-47d8-ba4a-e4b7fa5895df,5.0(15),,"PKR 10,876",5.0,15.0,10876,Unknown,i will integrate apis into excel google forms and sheets,10,dan_oa,1,9.294405747093853,2.772588722239781,0,google / sheets / google sheets,11.456528331546082
I will develop your data project in python,https://www.fiverr.com/shermann22/develop-your-data-project-in-python?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=2&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=fa2aa790-153f-48c7-9c36-228c89f54f00,,,"PKR 6,526",,,6526,Unknown,i will develop your data project in python,8,shermann22,2,8.783702698635217,,7,develop / develop data / data,2.7813881005229653
I will do roof measurements similar to eagle view,https://www.fiverr.com/imagetechs/do-measurements-similar-to-eagle-view?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=3&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=d777d72e-cb8a-4c2e-a560-01a91e7dc634,5.0(2),,"PKR 2,176",5.0,2.0,2176,Unknown,i will do roof measurements similar to eagle view,9,imagetechs,3,7.685703061234547,1.0986122886681098,1,data / help / provide,5.085009765273684
I will use machine learning skills to modify gan for data synthesis,https://www.fiverr.com/crownjoy64/use-python-to-modify-gan-for-data-synthesis?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=4&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=2db1f1e1-eaf6-427e-a598-5bf3083b15a2,5.0(1),,"PKR 15,226",5.0,1.0,15226,Unknown,i will use machine learning skills to modify gan for data synthesis,12,crownjoy64,4,9.630825446840731,0.6931471805599453,1,data / help / provide,1.6653243293561681
I will do data engineering pipeline using google cloud platform,https://www.fiverr.com/coderjs/clean-data-do-data-engineering-and-build-a-predictive-model?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=5&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=87dd6a68-5c26-44fc-aa41-4ed0ac29906b,5.0(57),Level 1 Seller,"PKR 10,876",5.0,57.0,10876,Level 1 Seller,i will do data engineering pipeline using google cloud platform,10,coderjs,5,9.294405747093853,4.060443010546419,5,engineering / data engineering / data,9.600684868978067
I will connect any API with google sheet,https://www.fiverr.com/jaimin_vaghani/specialized-in-connect-api-with-google-sheet?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=6&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=899e1ff1-8bb7-491a-9f87-330a1e43ed50,5.0(39),Level 2 Seller,"PKR 9,788",5.0,39.0,9788,Level 2 Seller,i will connect any api with google sheet,8,jaimin_vaghani,6,9.18901458526143,3.688879454113936,0,google / sheets / google sheets,32.133369087535485
I will be web scraping data from the target website,https://www.fiverr.com/emazali/be-web-scraping-data-from-the-target-website?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=7&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&seller_online=true&imp_id=b0e5fa18-c61b-4e90-9797-bf4348495e4e,5.0(1),,"PKR 10,876",5.0,1.0,10876,Unknown,i will be web scraping data from the target website,10,emazali,7,9.294405747093853,0.6931471805599453,3,scraping / web / web scraping,12.270838121379231
I will do web scraping automation with python,https://www.fiverr.com/lamoriano/do-web-scraping-automation-in-python?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=8&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=4f1196f4-cdeb-467f-93c3-ff1793244467,5.0(8),Level 1 Seller,"PKR 8,701",5.0,8.0,8701,Level 1 Seller,i will do web scraping automation with python,8,lamoriano,8,9.071308163280625,2.19722457733622,3,scraping / web / web scraping,14.600975485459252
I will provide stock market data for 1 to 1000 tickers since ipo,https://www.fiverr.com/robreters/provide-stock-market-data-for-1-to-1000-tickers-since-ipo?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=9&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=dacb63e9-1640-4e01-966f-a9c8cad2d618,5.0(1),,"PKR 2,176",5.0,1.0,2176,Unknown,i will provide stock market data for 1 to 1000 tickers since ipo,13,robreters,9,7.685703061234547,0.6931471805599453,1,data / help / provide,2.7900207702531903
I will assist in engineering economics problems,https://www.fiverr.com/rohanarsal/assist-in-engineering-economics-problems?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=10&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=d0b3d6e4-4dcd-401e-b0de-c2b426915f94,3.7(2),,"PKR 4,351",3.7,2.0,4351,Unknown,i will assist in engineering economics problems,7,rohanarsal,10,8.378390788535778,1.0986122886681098,1,data / help / provide,1.9511168537689367
"I will do excel related work, dashboards,  automation and vbas",https://www.fiverr.com/muhammadanis213/do-any-excel-related-work-also-by-using-vba-and-macro?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=11&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=1faf640d-74c9-4ca6-b5da-d3492abbf64f,5.0(1),,"PKR 1,088",5.0,1.0,1088,Unknown,i will do excel related work dashboards automation and vbas,10,muhammadanis213,11,6.9930151229329605,0.6931471805599453,10,excel / vba / macros,4.669033774748334
I will scrap ecommerce site for products and reviews,https://www.fiverr.com/talalsiddiqu951/scrape-commerce-site-for-products-and-reviews?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=12&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=e745df44-9138-484b-ae1a-200fbe90eb1d,1.0(1),Level 1 Seller,"PKR 4,351",1.0,1.0,4351,Level 1 Seller,i will scrap ecommerce site for products and reviews,9,talalsiddiqu951,12,8.378390788535778,0.6931471805599453,1,data / help / provide,4.7658038126886835
I will design any etl pipeline using azure data factory,https://www.fiverr.com/hemanathgoud/design-any-etl-pipeline-using-azure-data-factory?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=13&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=fcafb3f8-109a-4525-95f9-2fd881175328,,,"PKR 21,752",,,21752,Unknown,i will design any etl pipeline using azure data factory,10,hemanathgoud,13,9.987506958039702,,8,etl / data / create,0.6931542681049034
I will do data analysis  using spss and make a report,https://www.fiverr.com/hamzaalijatt/do-data-analysis-using-spss-and-make-a-report?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=14&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=7ab837fd-cac8-437f-a89c-a25ff39ed011,5.0(4),,"PKR 1,088",5.0,4.0,1088,Unknown,i will do data analysis using spss and make a report,11,hamzaalijatt,14,6.9930151229329605,1.6094379124341005,4,python / analysis / using,6.383160761855901
"I will do eda, features engineering and modeling in python",https://www.fiverr.com/naumanhsa965/do-exploratory-data-analysis-and-feature-engineering-in-python?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=15&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=1ab21d55-5997-4661-b773-cf43966c869a,5.0(4),,"PKR 4,351",5.0,4.0,4351,Unknown,i will do eda features engineering and modeling in python,10,naumanhsa965,15,8.378390788535778,1.6094379124341005,5,engineering / data engineering / data,3.3479594941679034
I will do business intelligence and data warehousing project,https://www.fiverr.com/stoupha/do-business-intelligence-and-data-analytics-project?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=16&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=9d35f863-02e9-47f4-88a2-d451ba2cdb1d,5.0(3),Level 1 Seller,"PKR 6,526",5.0,3.0,6526,Level 1 Seller,i will do business intelligence and data warehousing project,9,stoupha,16,8.783702698635217,1.3862943611198906,1,data / help / provide,4.656755240760431
"I will do anything related to ssis, ssas, ssms, ssrs, etl, data viz",https://www.fiverr.com/midothereliable/do-anything-related-to-ssis-ssas-ssms-ssrs-power-bi-etl-and-data-visualisation?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=17&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=f90f8543-5cbc-42bd-9992-e5f6d8e45ef9,5.0(6),,"PKR 2,176",5.0,6.0,2176,Unknown,i will do anything related to ssis ssas ssms ssrs etl data viz,13,midothereliable,17,7.685703061234547,1.9459101490553128,8,etl / data / create,5.511863700023496
"I will do big data analysis using pyspark, databricks, sql, lambda and AWS",https://www.fiverr.com/attaurrehmanktk/do-big-data-analysis-using-pyspark-databricks-sql-lambda-and-aws?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=18&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=b96a3d65-fa0f-43d9-87d5-8712ea5de8f8,5.0(10),Level 1 Seller,"PKR 4,351",5.0,10.0,4351,Level 1 Seller,i will do big data analysis using pyspark databricks sql lambda and aws,13,attaurrehmanktk,18,8.378390788535778,2.3978952727983707,9,big data / big / data,7.732069220508464
I will do a webscraper or webcrawler for your data extraction needs in python,https://www.fiverr.com/tfarienti/do-web-scrapers-crawlers-and-data-extraction-scripts?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=19&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=00c2fe3f-aa02-487b-9ace-24bce02083f9,5.0(37),,"PKR 8,701",5.0,37.0,8701,Unknown,i will do a webscraper or webcrawler for your data extraction needs in python,14,tfarienti,19,9.071308163280625,3.6375861597263857,4,python / analysis / using,19.258496133903066
"I will do web scraping, data mining and data extraction",https://www.fiverr.com/akhterwahab/create-python-script-for-data-scraping?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=20&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=57d6e417-a6f3-43ac-80a2-2300b1535b3d,,,"PKR 1,088",,,1088,Unknown,i will do web scraping data mining and data extraction,10,akhterwahab,20,6.9930151229329605,,3,scraping / web / web scraping,27.819580715243298
I will provide solution for data related problems,https://www.fiverr.com/suyashkharade/provide-solution-for-data-related-problems?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=21&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=ac95d0df-de5c-4b12-8a14-ccb7bd3650bd,,,"PKR 2,176",,,2176,Unknown,i will provide solution for data related problems,8,suyashkharade,21,7.685703061234547,,1,data / help / provide,2.1570461119637834
"I will do data analysis in pandas, numpy, seaborn and matplotlib",https://www.fiverr.com/saro786/wrangle-analyze-reshape-your-csv-xlsx-sql-data-in-pandas?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=22&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=0716138e-af32-4a16-8cd3-2bd38ac17880,,,"PKR 1,088",,,1088,Unknown,i will do data analysis in pandas numpy seaborn and matplotlib,11,saro786,22,6.9930151229329605,,4,python / analysis / using,10.923335508464355
"I will do develops etl using data stage, ssis, informatica",https://www.fiverr.com/daengbani/develops-and-automates-etl?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=23&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=74dc28eb-80bc-44ae-ac31-1e5b46bafaf5,,,"PKR 8,701",,,8701,Unknown,i will do develops etl using data stage ssis informatica,10,daengbani,23,9.071308163280625,,8,etl / data / create,1.2756769926733877
I will do web and window task automation,https://www.fiverr.com/xain11/do-web-and-window-task-automation?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=24&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=d4f38cef-9059-40ed-b45c-53d826a83af1,,,"PKR 17,401",,,17401,Unknown,i will do web and window task automation,8,xain11,24,9.76434042112597,,1,data / help / provide,4.889486355282682
I will make super seo service package for rankings,https://www.fiverr.com/shakeelahmedseo/super-seo-service-package-for-rankings?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=25&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=1584c7d6-8961-4ce9-9e1f-3c43242a36e4,,,"PKR 32,627",,,32627,Unknown,i will make super seo service package for rankings,9,shakeelahmedseo,25,10.39292609442047,,1,data / help / provide,4.3511742479725
I will migrate data from source to cloud,https://www.fiverr.com/bhaveshsk/migrate-data-from-source-to-cloud?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=26&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=4fbf87bf-ce5e-46cd-ba09-07b89bcfd71e,,,"PKR 10,876",,,10876,Unknown,i will migrate data from source to cloud,8,bhaveshsk,26,9.294405747093853,,1,data / help / provide,1.8491194295059041
I will write python programs for web scraping and automation,https://www.fiverr.com/shahzaib881/write-python-programs-for-web-scraping?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=27&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=8158be13-a043-48e2-b47e-312a8759a9cb,,,"PKR 4,351",,,4351,Unknown,i will write python programs for web scraping and automation,10,shahzaib881,27,8.378390788535778,,3,scraping / web / web scraping,4.604190797457278
I will help you with artificial intelligence,https://www.fiverr.com/orlandopepe/help-you-with-artificial-intelligence?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=28&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=325a6023-58d7-4058-8538-1f0559963aca,,,"PKR 10,876",,,10876,Unknown,i will help you with artificial intelligence,7,orlandopepe,28,9.294405747093853,,1,data / help / provide,3.8368228406771445
I will do whatever you need to make up with your data,https://www.fiverr.com/vishnuprasan791/do-data-analysis-for-free?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=29&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=cc6e1519-f2cc-4bc6-9d8f-16cafa262555,,,"PKR 1,088",,,1088,Unknown,i will do whatever you need to make up with your data,12,vishnuprasan791,29,6.9930151229329605,,1,data / help / provide,7.476292130071558
"I will provide data science, sql and machine learning solutions",https://www.fiverr.com/moaz74/provide-data-science-sql-and-machine-learning-solutions?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=30&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=2562388f-efa1-41aa-9142-11f7f7580d21,,,"PKR 1,088",,,1088,Unknown,i will provide data science sql and machine learning solutions,10,moaz74,30,6.9930151229329605,,2,data science / science / data,7.501182711032811
I will do data integration etl job using talend,https://www.fiverr.com/kader_tahraoui/do-data-integration-etl-job-using-talend?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=31&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&seller_online=true&imp_id=1aff2d50-9381-4abd-895c-1eac4dec0f25,,,"PKR 1,088",,,1088,Unknown,i will do data integration etl job using talend,9,kader_tahraoui,31,6.9930151229329605,,8,etl / data / create,2.977774212627137
I will scrape data from any website,https://www.fiverr.com/imran_1010/scrape-data-from-yellowpages-within-24-hours?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=32&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=1e7ad17d-7913-412f-a700-2375c407a3c2,5.0(1),,"PKR 4,351",5.0,1.0,4351,Unknown,i will scrape data from any website,7,imran_1010,32,8.378390788535778,0.6931471805599453,1,data / help / provide,2.872076595851173
I will do uml diagrams like class use case activity object sequence erd dfd diagrams,https://www.fiverr.com/majidawan114/do-uml-diagrams-like-class-use-case-activity-object-sequence-erd-dfd-diagrams?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=33&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=7259df9e-b1bc-4e2c-9537-1201d158705c,,,"PKR 1,088",,,1088,Unknown,i will do uml diagrams like class use case activity object sequence erd dfd diagrams,15,majidawan114,33,6.9930151229329605,,1,data / help / provide,5.367926204149506
I will write code to load files to database tables,https://www.fiverr.com/thesqldev/write-code-to-load-files-to-database-tables?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=34&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=75bdd34f-68a7-410d-8743-20736500f501,,,"PKR 2,176",,,2176,Unknown,i will write code to load files to database tables,10,thesqldev,34,7.685703061234547,,1,data / help / provide,3.0159488594068034
"I will write a google apps script for  sheet, form, drive",https://www.fiverr.com/kamlesh_93/create-and-format-excel-spreedsheets?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=35&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=8d6426d0-6aea-4049-a286-3c60845d30a8,,,"PKR 3,263",,,3263,Unknown,i will write a google apps script for sheet form drive,11,kamlesh_93,35,8.090708716083997,,0,google / sheets / google sheets,1.6857774279183926
"I will do data analysis by python, sql, and tableau",https://www.fiverr.com/mohamedtantawii/do-data-analysis-by-python-sql-and-tableau?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=36&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=732e8d63-b626-4699-8a39-74e2d0d1a4d6,,,"PKR 1,088",,,1088,Unknown,i will do data analysis by python sql and tableau,10,mohamedtantawii,36,6.9930151229329605,,4,python / analysis / using,11.213903108580897
I will do data analysis and machine learning in python and excel,https://www.fiverr.com/muneshvarma/do-data-analysis-and-machine-learning-in-python-and-excel?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=37&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=24557ebd-b72d-4224-a9c9-ce6e833118e8,,,"PKR 2,176",,,2176,Unknown,i will do data analysis and machine learning in python and excel,12,muneshvarma,37,7.685703061234547,,6,learning / machine / machine learning,24.977196599775827
I will build recurring API data collection tools,https://www.fiverr.com/eljbutler/build-recurring-api-data-collection-tools?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=38&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=09b21be6-5705-47aa-8855-05d63f02dde1,,,"PKR 4,351",,,4351,Unknown,i will build recurring api data collection tools,8,eljbutler,38,8.378390788535778,,1,data / help / provide,1.2539616045693802
I will do data engineering  development using python and pysaprk,https://www.fiverr.com/dinesh_629/do-end-to-end-data-engineering-and-etl-development?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=39&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=564f6cd6-39d4-4fea-97c7-7611a6aaf311,,,"PKR 8,701",,,8701,Unknown,i will do data engineering development using python and pysaprk,10,dinesh_629,39,9.071308163280625,,5,engineering / data engineering / data,1.9311709641303012
"I will do data cleaning, data wrangling and visualization",https://www.fiverr.com/drmonikabalint/data-cleaning-data-wrangling-and-visualization-in-python?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=40&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=5d1f09a2-74ef-4982-b8c1-07cdf5dda3c1,,,"PKR 1,088",,,1088,Unknown,i will do data cleaning data wrangling and visualization,9,drmonikabalint,40,6.9930151229329605,,5,engineering / data engineering / data,1.6128623255157453
"I will bulk export import data from CSV, excel, text to database",https://www.fiverr.com/faojul/bulk-export-import-data-from-csv-excel-txt-to-database?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=41&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=7e38ab34-5530-4262-b629-414c7c4edfe1,,,"PKR 6,526",,,6526,Unknown,i will bulk export import data from csv excel text to database,12,faojul,41,8.783702698635217,,1,data / help / provide,10.238498563739459
I will setup you channelengine API connection,https://www.fiverr.com/dinoomerovic/setup-you-channelengine-api-connection?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=42&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=2c45c668-06a8-44d7-803c-04e01f085d91,,,"PKR 2,176",,,2176,Unknown,i will setup you channelengine api connection,7,dinoomerovic,42,7.685703061234547,,1,data / help / provide,1.373896471472571
I will do cfd simulation and hydrostatic calculations,https://www.fiverr.com/overflow_engine/cfd-simulation-and-hydrostatic-calculation?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=43&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=edc92982-72ca-4e28-b51f-823fe43d645a,,,"PKR 108,756",,,108756,Unknown,i will do cfd simulation and hydrostatic calculations,8,overflow_engine,43,11.596871314695504,,1,data / help / provide,3.9289392218103467
I will help you with any google sheet project,https://www.fiverr.com/antoningsheet/help-you-with-any-google-sheet-project?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=44&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=78c8b4fd-a288-4003-8117-bc97b5f3024d,,,"PKR 1,088",,,1088,Unknown,i will help you with any google sheet project,9,antoningsheet,44,6.9930151229329605,,0,google / sheets / google sheets,10.711320554132172
"I will help in industrial engineering projects, articles, designs",https://www.fiverr.com/pro_handlers/help-in-industrial-engineering-projects-articles-designs?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=45&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=3a506296-072b-49d8-9da6-363d49a43455,,,"PKR 1,088",,,1088,Unknown,i will help in industrial engineering projects articles designs,9,pro_handlers,45,6.9930151229329605,,5,engineering / data engineering / data,3.9331387262114665
"I will do big data analysis in pyspark and AWS,gcp,azure cloud",https://www.fiverr.com/najeeb_ahmed/do-big-data-analysis-in-pyspark-and-aws-gcp-azure-cloud?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=46&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=534371bb-6576-4772-bde5-f741244a759a,,Level 1 Seller,"PKR 3,263",,,3263,Level 1 Seller,i will do big data analysis in pyspark and aws gcp azure cloud,13,najeeb_ahmed,46,8.090708716083997,,9,big data / big / data,4.272061254094912
I will assist in data engineering and cloud computing,https://www.fiverr.com/mikeymwas/assist-in-data-engineering-and-cloud-computing?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=47&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=99c5bae7-b324-44f6-86f3-b5c452216586,,,"PKR 32,627",,,32627,Unknown,i will assist in data engineering and cloud computing,9,mikeymwas,47,10.39292609442047,,5,engineering / data engineering / data,1.277053999094231
I will manage your data related tasks sql etl CSV json excel,https://www.fiverr.com/rajshahdev/manage-your-data-related-tasks-sql-etl-csv-json-excel?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=065ae21ca82618eb16f6971a50f5f0b6&pckg_id=1&pos=48&context_type=rating&funnel=065ae21ca82618eb16f6971a50f5f0b6&imp_id=367b778b-cda2-4c37-b48c-1e8aa372ea0a,,,"PKR 1,088",,,1088,Unknown,i will manage your data related tasks sql etl csv json excel,12,rajshahdev,48,6.9930151229329605,,1,data / help / provide,5.558879100952587
I will set up your airbyte pipelines,https://www.fiverr.com/nicobck/set-up-your-airbyte-pipelines?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=4e5f0e4d2ec551641be1ff6edf670ca3&pckg_id=1&pos=1&context_type=rating&funnel=4e5f0e4d2ec551641be1ff6edf670ca3&imp_id=e8a8ed79-e5cf-47d8-9217-47a2a1053640,,,"PKR 21,752",,,21752,Unknown,i will set up your airbyte pipelines,7,nicobck,1,9.987506958039702,,1,data / help / provide,2.195624051447417
I will create a custom API to integrate with 3rd party systems or apps,https://www.fiverr.com/bradamster/create-a-custom-api-to-integrate-with-3rd-party-systems-or-apps?context_referrer=subcategory_listing&source=pagination&ref_ctx_id=4e5f0e4d2ec551641be1ff6edf670ca3&pckg_id=1&pos=2&context_type=rating&funnel=4e5f0e4d2ec551641be1ff6edf670ca3&imp_id=1eb99b0f-654e-4a71-8df8-3d00f914254b,,,"PKR 76,129",,,76129,Unknown,i will create a custom api to integrate with 3rd party systems or apps,14,bradamster,2,11.240197684300258,,1,data / help / provide,3.1532425562366475
